ID,活动时间,活动名称,活动职能,表现形式,学科媒介,活动组织类型,系列标签,活动性质1,活动性质2,活动性质3,活动领域,活动主题标签,活动地点,策划人
ID_3341,2025.11.13,给孩子一堂不一样的勇气课：“不大不大不太大”沉浸式儿童戏剧剧场第二期｜AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,线上活动,策划:宣文陵; 艺术家:贵图子; 导演:伍若霏
ID_3342,2025.11.14,2023 | C091 周洁 ：妈妈 | AMNUA艺术项目,公教,工作坊/导览,综合,独立活动,N/A,公共教育,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_3343,2025.11.18,AMNUA线上导览 ｜ 云涯际：管怀宾作品展,展览,线上展览,装置,独立活动,N/A,艺术展览,N/A,装置,纯艺术,N/A,线上活动,作者:EAA艺术中心
ID_3344,2025.11.19,文化惠民共建项目回顾｜顺时而养：一场关于身心的秋日对话,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,策划:徐轩露
ID_3345,2025.11.20,AMNUA放映 &amp; 交流 | 21世纪影像年展：数字生存中的影像,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,4号展厅,嘉宾:顾鹏远，张楠（LazyBackHome）
ID_3346,2025.11.25—2025.12.23,所以：陈琦 ｜AMNUA展讯,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,3号展厅,N/A
ID_3347,2025.11.24,工作坊回顾 | 墨韵心源：水墨、身心与当代自愈的东方美学之旅,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,公共空间,策划:宣文陵; 策划:李颖 金玉衡
ID_3348,2025.11.26,收官专场，最后召集！《不大不大不太大》沉浸式儿童戏剧 ｜AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,线上活动,策划:宣文陵; 艺术家:贵图子; 导演:伍若霏
ID_3349,2025.11.25—2025.12.23,“所以：陈琦”开展 ｜AMNUA资讯,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,策展人:林书传; 学术主持:刘伟冬
ID_3350,2025.11.28,万仞山—毛晓剑画展｜AMNUA展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,4号展厅,策展人:陈瑞; 学术主持:林书传
ID_3351,2025.12.01,现场回顾 | 数字生存中的影像：一场与时代的深度对话,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,影像空间,N/A
ID_3352,2025.12.02,“墨韵心源”舞动疗愈环节：一场在舞动中遇见自我的水墨疗愈之旅,其他,N/A,水墨,独立活动,N/A,其他,N/A,水墨,纯艺术,N/A,公共空间,N/A
ID_3353,2025.12.03,2023 | C092 周天白：看风景 | AMNUA艺术项目,公教,工作坊/导览,油画,独立活动,N/A,公共教育,N/A,油画,纯艺术,N/A,N/A,N/A
ID_3354,2025.12.12—2025.12.14,“曲韵润心”——非遗昆曲·身心疗愈工作坊,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,公共空间,策划:宣文陵; 策划:李颖 金玉衡
ID_3355,2025.12.07,“所以：陈琦”开幕 ｜AMNUA现场,艺术现场,演出/活动,水墨,独立活动,N/A,艺术现场,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_3356,2025.12.08,“万仞山——毛晓剑画展”开幕 ｜AMNUA现场,展览,线下展览,摄影,独立活动,N/A,艺术展览,N/A,摄影,纯艺术,N/A,线上活动,N/A
ID_3357,2025.12.12,2023 | C093 罗书杭：河床 | AMNUA艺术项目,公教,工作坊/导览,摄影,独立活动,N/A,公共教育,N/A,摄影,纯艺术,N/A,N/A,N/A
ID_3358,2025.12.13,场域中的诗意：《所以：陈琦》展览空间的诗性建构,展览,线下展览,音乐,独立活动,N/A,艺术展览,N/A,音乐,纯艺术,N/A,N/A,N/A
ID_3359,2025.12.15,2023 | C094 顾文璟：在抽屉里 | AMNUA艺术项目,公教,工作坊/导览,影像,独立活动,N/A,公共教育,N/A,影像,纯艺术,N/A,N/A,N/A
ID_3361,2025.12.17,墨韵冬至·彩树藏春-美术馆心源手作计划11,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,公共空间,策划:李颖 金玉衡; 主讲人:张媛 张明君
ID_3362,2025.12.24,从南京，到南京：李津四十年 ｜ AMNUA展讯,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,3号展厅,N/A
ID_3363,2025.12.25,工作坊回顾 | 曲韵润心—非遗昆曲身心疗愈工作坊,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,公共空间,策划:宣文陵; 策划:李颖 金玉衡
ID_3364,2025.12.29,“从南京，到南京：李津四十年”开幕 ｜ AMNUA现场,艺术现场,演出/活动,水墨,独立活动,N/A,艺术现场,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_3365,2025.12.20—2026.01.10,南艺美术馆邀您入馆，开启新年“艺”瞬间 ｜AMNUA元旦开放公告,其他,N/A,水墨,独立活动,N/A,其他,N/A,水墨,纯艺术,N/A,"1号展厅, 3号展厅, 4号展厅",策展人:林书传; 策展人:陈瑞; 策展人:王桂勇;李荣国; 学术主持:林书传; 学术主持:徐福山 刘伟冬; 策划:张宗喜; 策划:苗雨; 出品人:张凯;张宗喜; 出品人:周庆富;俞锋; 执行策展:林书传
ID_3366,2026.01.04,于迎春：万物有情皆可状 ｜ AMNUA展评,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_3367,2026.01.05,2023 | C095 娄能斌：声景 | AMNUA艺术项目,公教,工作坊/导览,音乐,独立活动,N/A,公共教育,N/A,音乐,纯艺术,N/A,线上活动,N/A
ID_3368,2025.12.30—2026.01.30,观往·知来——纪念中俄建交75周年版画作品展（南京巡展）｜AMNUA展讯,展览,线下展览,木刻,独立活动,N/A,艺术展览,N/A,木刻,纯艺术,N/A,4号展厅,N/A
ID_3369,2026.02.10—2026.03.15,江南再造2026特展系列 · 水墨三象 ｜ AMNUA展讯,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_3370,2026.01.30—2026.04.10,漆润新语—当代漆艺术数智美育展 ｜AMNUA展讯,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,"5号展厅, 学术报告厅",N/A
ID_3371,2026.03.07—2026.04.10,《痕迹》杨烨炘艺术作品展 ｜AMNUA展讯,展览,线下展览,装置,独立活动,N/A,艺术展览,N/A,装置,纯艺术,N/A,4号展厅,策展人:林书传
ID_3372,2026.02.10—2026.03.15,江南再造2026 | 王子锟个展：象外之景,展览,线下展览,水墨,独立活动,N/A,艺术展览,个展,水墨,纯艺术,N/A,N/A,N/A
ID_3373,2026.02.10—2026.03.15,江南再造2026 | 冯钟云个展：大象无形,展览,线下展览,水墨,独立活动,N/A,艺术展览,个展,水墨,纯艺术,N/A,N/A,N/A
ID_3374,2026.02.10—2026.03.10,江南再造2026 | 孙周个展：超以象外,展览,线下展览,水墨,独立活动,N/A,艺术展览,个展,水墨,纯艺术,N/A,N/A,N/A
ID_3375,2026.03.13—2026.04.14,观念的演化：1980年代以来的中国当代版画展巡展（南京站）｜AMNUA展讯,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,"3号展厅, 学术报告厅",N/A
ID_3376,2026.02.10—2026.03.15,江南再造2026：三城汇聚，春日开幕 ｜AMNUA现场,艺术现场,演出/活动,水墨,独立活动,N/A,艺术现场,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_3377,2026.01.30—2026.04.10,“漆润新语”当代漆艺术数智美育展开幕 ｜AMNUA现场,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,线上活动,N/A
ID_3378,2026.03.07—2026.04.10,五十张面孔，定格五十枚红印：《痕迹》杨烨炘艺术作品展开幕 ｜AMNUA现场,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,公共空间,策展人:林书传
ID_3379,2026.03.19—2026.05.10,小孩生了我们 ｜AMNUA展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,策展人:徐志君; 艺术家:阿烂 罗浅溪 沈博伦
ID_3380,2026.03.16,典藏活化·春日有礼 | 来看展，送你一份艺术好礼,展览,线下展览,动画,独立活动,N/A,艺术展览,N/A,动画,纯艺术,N/A,线上活动,策划:林书传
ID_3381,2026.03.19,漆润新语—江苏第二届青年小幅漆画作品展展区介绍,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,策展人:徐轩露; 学术主持:陆庆龙; 策划:蒋杰 张健 林书传 周庆; 执行策展:周军南 王庭杰
ID_3382,2026.03.24,开幕回顾｜观念的演化：1980年代以来的中国当代版画展巡展（南京站）,展览,线下展览,木刻,独立活动,N/A,艺术展览,N/A,木刻,纯艺术,N/A,N/A,N/A
ID_3383,2026.03.07—2026.04.10,来“痕迹·匿名书写计划”现场，一起完成展览的最后一章！｜AMNUA现场,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,4号展厅,策展人:林书传
ID_3384,2026.03.26,一堂生动的漆艺普及课：漆画里藏着多少种材料 ？｜ AMNUA线上导览,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,线上活动,N/A
﻿ID,活动时间,活动名称,活动职能,表现形式,学科媒介,活动组织类型,系列标签,活动性质1,活动性质2,活动性质3,活动领域,活动主题标签,活动地点,策划人
ID_0509,2014.06.04,【AMNUA复调 II 】“中国艺术生态调查·北京站”项目正式启动！,公教,工作坊/导览,综合,系列活动,复调,公共教育,N/A,综合,跨学科/泛文化,N/A,3号展厅,N/A
ID_0510,2014.05.27—2014.06.01,南艺设计学院毕业展获好评：南京近年罕见的实验性设计盛宴,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,N/A
ID_0511,2014.06.04,“邢捕头”范明低调现身南艺设计学院毕业展,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,作者:设计学院记者团
ID_0512,2014.06.06—2014.06.16,【头条】“南艺2014毕业联展”盛大开幕，首日人流量超13000,展览,线下展览,油画,独立活动,N/A,艺术展览,群展,油画,纯艺术,N/A,线上活动,N/A
ID_0513,2014.06.06—2014.06.16,【闳约深美2014毕业作品联展】美术学院,展览,线下展览,综合,独立活动,N/A,艺术展览,群展,综合,跨学科/泛文化,N/A,N/A,N/A
ID_0514,2014.05.27—2014.06.01,【闳约深美2014毕业作品联展】设计学院,展览,线下展览,影像,独立活动,N/A,艺术展览,群展,影像,纯艺术,N/A,N/A,N/A
ID_0515,2014.06.06—2014.06.16,【闳约深美2014毕业作品联展】传媒学院,展览,线下展览,影像,独立活动,N/A,艺术展览,群展,影像,纯艺术,N/A,线上活动,N/A
ID_0516,2014.06.06—2014.06.16,【闳约深美2014毕业作品联展】工业设计学院,展览,线下展览,设计,独立活动,N/A,艺术展览,群展,设计,纯艺术,N/A,N/A,N/A
ID_0517,2014.06.06—2014.06.16,【闳约深美2014毕业作品联展】人文学院,展览,线下展览,素描,独立活动,N/A,艺术展览,群展,素描,纯艺术,N/A,N/A,N/A
ID_0518,2014.06.06—2014.06.16,【闳约深美2014毕业作品联展】高职学院,展览,线下展览,设计,独立活动,N/A,艺术展览,群展,设计,纯艺术,N/A,N/A,N/A
ID_0519,2014.06.06—2014.06.16,媒体关注：南京艺术学院2014优秀毕业作品联展,展览,线下展览,油画,独立活动,N/A,艺术展览,群展,油画,纯艺术,N/A,N/A,N/A
ID_0520,2014.06.12,【复调II】参展艺术家：雄黄社,展览,线下展览,雕塑,系列活动,复调,艺术展览,N/A,雕塑,纯艺术,N/A,3号展厅 (自动填充),艺术家:雄黄社.md; 艺术家:雄黄社; 艺术家:雄黄社.md; 艺术家:雄黄社
ID_0521,2014.06.14,【公教】南艺美术馆致力外来务工者子女的艺术教育公益事业,公教,工作坊/导览,油画,独立活动,N/A,公共教育,N/A,油画,纯艺术,N/A,N/A,N/A
ID_0522,2014.06.14,【Fashion Show】女神与萝莉：南艺2014毕业大秀特辑,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,N/A
ID_0523,2014.06.14,【海外专栏 · 时尚先锋】那个安特卫普的老头,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,作者:丁钰洁
ID_0524,2014.06.17,【复调II】雄黄社：探索另一种可能,其他,N/A,雕塑,系列活动,复调,其他,N/A,雕塑,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0525,2014.05.27—2014.06.16,【艺术时评】当美院有了美术馆,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,作者:王晨（苏州美术馆展览部主任）_**; 作者:王晨
ID_0526,2014.06.22,【复调II】参展艺术家：张湘溪,展览,线下展览,油画,系列活动,复调,艺术展览,N/A,油画,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传 王麟**; 艺术家:张湘溪.md; 艺术家:张湘溪; 艺术家:张湘溪.md; 艺术家:张湘溪
ID_0527,2014.06.24,【展览】《观看再观看》——葛兰娜·杰宁斯摄影新作展,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,公共空间,N/A
ID_0528,2014.06.25,【复调II】张湘溪：艺术其实也是一种欺骗,其他,N/A,油画,系列活动,复调,其他,N/A,油画,纯艺术,N/A,3号展厅 (自动填充),艺术家:张湘溪
ID_0529,2014.06.28,【复调II】参展艺术家：胡庆泰,展览,线下展览,影像,系列活动,复调,艺术展览,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),艺术家:胡庆泰.md; 艺术家:胡庆泰; 艺术家:胡庆泰.md; 艺术家:胡庆泰
ID_0530,2014.06.29,【艺术新闻】南艺工业设计学院Idest团队今年再获红点大奖,资讯/动态,图文报道,设计,独立活动,N/A,资讯报道,N/A,设计,纯艺术,N/A,N/A,N/A
ID_0531,2014.07.02,【复调II】胡庆泰：“我从没有创作，但我又想，就如我想冒充上帝但我不是一样滑稽。”,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),艺术家:胡庆泰
ID_0532,2014.07.04,【复调II】参展艺术家：阳台小组,展览,线下展览,水墨,系列活动,复调,艺术展览,N/A,水墨,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传 王麟**; 艺术家:阳台小组.md; 艺术家:阳台小组; 艺术家:阳台小组.md; 艺术家:阳台小组
ID_0533,2014.07.07,【复调II】阳台小组：追求劳作的价值,其他,N/A,水墨,系列活动,复调,其他,N/A,水墨,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0534,2014.07.18,【复调II】参展艺术家：冷广敏,展览,线下展览,油画,系列活动,复调,艺术展览,N/A,油画,纯艺术,N/A,3号展厅,策展人:林书传 王麟**; 艺术家:冷广敏.md; 艺术家:冷广敏; 艺术家:冷广敏.md; 艺术家:冷广敏
ID_0535,2014.07.21,【复调II】冷广敏：保持冷静 安心创作 注重形式语言探索,其他,N/A,油画,系列活动,复调,其他,N/A,油画,纯艺术,N/A,3号展厅 (自动填充),艺术家:冷广敏
ID_0536,2014.07.24,【复调II】参展艺术家：于继东,展览,线下展览,水墨,系列活动,复调,艺术展览,N/A,水墨,纯艺术,N/A,线上活动,策展人:林书传 王麟**; 艺术家:于继东.md; 艺术家:于继东; 艺术家:于继东.md; 艺术家:于继东
ID_0537,2014.07.28,【复调II】于继东：减法思维,其他,N/A,综合,系列活动,复调,其他,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),艺术家:于继东
ID_0538,2014.07.31,【复调II】参展艺术家：梁半,展览,线下展览,综合,系列活动,复调,艺术展览,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),策展人:林书传 王麟**; 艺术家:梁半.md; 艺术家:梁半; 艺术家:梁半.md; 艺术家:梁半
ID_0539,2014.08.04,【复调II】梁半：艺术是没有成功的,其他,N/A,综合,系列活动,复调,其他,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),艺术家:梁半
ID_0540,2014.08.13,【复调II】参展艺术家：蒋华君,展览,线下展览,综合,系列活动,复调,艺术展览,N/A,综合,跨学科/泛文化,N/A,3号展厅,策展人:林书传 王麟**; 艺术家:蒋华君.md; 艺术家:蒋华君; 艺术家:蒋华君.md; 艺术家:蒋华君
ID_0541,2014.08.16,【复调II】蒋华君：固执的绘画,其他,N/A,综合,系列活动,复调,其他,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),艺术家:蒋华君
ID_0543,2014.08.21,【头条】看艺术裸奔 ——“复调II”入驻追梦网：国内首个众筹的当代艺术项目,公教,工作坊/导览,音乐,系列活动,复调,公共教育,N/A,音乐,纯艺术,N/A,3号展厅 (自动填充),策展人:_**林书传;王麟**_
ID_0544,2014.09.26—2014.10.24,【复调II】参展艺术家：辛云鹏,展览,线下展览,综合,系列活动,复调,艺术展览,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),策展人:林书传 王麟**; 艺术家:辛云鹏.md; 艺术家:辛云鹏; 艺术家:辛云鹏.md; 艺术家:辛云鹏
ID_0547,2014.09.26—2014.10.24,【复调II】辛云鹏：创作为了解决个人的焦虑,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0548,2014.09.26—2014.10.24,【复调II】参展艺术家：张弱,展览,线下展览,影像,系列活动,复调,艺术展览,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传 王麟**; 艺术家:张弱.md; 艺术家:张弱; 艺术家:张弱.md; 艺术家:张弱
ID_0549,2014.09.26—2014.10.24,【9月展览集锦】“复调II”——中国艺术生态调查·北京站,展览,线下展览,影像,系列活动,复调,艺术展览,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传; 策展人:王麟; 导演:肖乾操
ID_0550,2014.09.05—2014.09.14,【展讯】显影：国际手工印相摄影展（2014.09.05—2014.09.14）,展览,线下展览,摄影,独立活动,N/A,艺术展览,N/A,摄影,纯艺术,N/A,N/A,N/A
ID_0551,2014.09.06—2014.09.18,【展讯】游·刃：王璜生作品展（2014.09.06—2014.09.18）,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_0552,2014.09.10—2014.10.10,【展讯】影像档案 第六回：《海公子》（2014.09.10—2014.10.10）,展览,线下展览,影像,系列活动,影像档案,艺术展览,N/A,影像,纯艺术,N/A,学术报告厅,策展人:郑闻; 艺术家:耿雪**
ID_0553,2014.09.12—2014.10.02,【展讯】零方案 第八回：转塘拆迁区驻地创作计划（2014.09.12—2014.10.02）,展览,线下展览,综合,系列活动,零方案,艺术展览,N/A,综合,跨学科/泛文化,N/A,0号展厅,N/A
ID_0554,2014.09.26—2014.10.24,【复调II】张弱：艺术跟花钱一点关系都没有,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0555,2014.09.05—2014.09.14,“显影：国际手工印相摄影展” 前言,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,N/A
ID_0556,2014.09.04,“游刃：王璜生作品展” 前言,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,作者:舒可文 大概是在 “游·象”系列时，王璜生从对“游”字的心有戚戚，开始明确自觉、舒适地去应对现时的物象; 作者:舒可文
ID_0557,2014.09.26—2014.10.24,【复调II】“无关小组” 重磅来袭,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0558,2014.09.05—2014.09.14,【现场】“显影：国际手工印相摄影展”开展,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,N/A
ID_0559,2014.09.06,【展览】“游·刃：王璜生作品展” 今天下午3:00正式开幕,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_0560,2014.09.12—2014.10.02,【展览】零方案：转塘拆迁区驻地创作计划第一期,展览,线下展览,剧场,系列活动,零方案,艺术展览,N/A,剧场,纯艺术,N/A,0号展厅,N/A
ID_0562,N/A,【本周公教】零方案：转塘拆迁区驻地创作计划 讨论会（2014.09.12）,公教,工作坊/导览,设计,系列活动,零方案,公共教育,N/A,设计,纯艺术,N/A,"0号展厅, 公共空间",N/A
ID_0563,2014.09.05—2014.09.14,【本周公教】“非常体验”——手工印相工作坊（2014.09.13）,公教,工作坊/导览,影像,独立活动,N/A,公共教育,N/A,影像,纯艺术,N/A,N/A,N/A
ID_0564,2014.09.26—2014.10.24,【复调II】无关小组：普通老百姓就是艺术家,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0565,2014.09.10—2014.10.10,【今日展览】耿雪作品《海公子》预告片,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,学术报告厅,策展人:郑闻; 艺术家:耿雪
ID_0566,2014.09.10,【现场】游刃于水墨与当代之间的“王璜生作品展”开幕,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_0567,N/A,【学术讲座】“多重的自在”——王璜生教授对谈（2014.09.12 18:00）,讲座,专题讲座,水墨,独立活动,N/A,学术讲座,N/A,水墨,纯艺术,N/A,N/A,主讲人:**王璜生**（中央美术学院美术馆馆长、著名策展人、评论家、艺术家）
ID_0568,2014.09.26—2014.10.24,【复调II】参展艺术家：陆垒,展览,线下展览,影像,系列活动,复调,艺术展览,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传; 策展人:王麟; 艺术家:陆垒.md; 艺术家:陆垒; 艺术家:陆垒.md; 艺术家:陆垒; 导演:肖乾操
ID_0569,2014.09.12—2014.10.02,【今日展览】“零方案”第八回：转塘拆迁区驻地创作计划,展览,线下展览,综合,系列活动,零方案,艺术展览,N/A,综合,跨学科/泛文化,N/A,0号展厅,N/A
ID_0570,2014.09.12,【今日讲座】“多重的自在”——王璜生教授对谈,讲座,专题讲座,水墨,独立活动,N/A,学术讲座,N/A,水墨,纯艺术,N/A,N/A,主讲人:**王璜生**（中央美术学院美术馆馆长、著名策展人、评论家、艺术家）
ID_0571,2014.09.26—2014.10.24,【复调II】陆垒：体面的活下去,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0572,2014.09.26—2014.10.24,【复调II】李小山：你成功了，还是不是艺术家？,其他,N/A,综合,系列活动,复调,其他,N/A,综合,跨学科/泛文化,N/A,"3号展厅, 学术报告厅",策展人:林书传; 策展人:王麟; 导演:肖乾操
ID_0573,2014.09.26—2014.10.24,【复调II】 程辰：艺术本身是无用的,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0574,2014.09.17,【学术回顾】“多重的自在”：王璜生教授对谈,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,N/A,主讲人:**王璜生**（中央美术学院美术馆馆长、著名策展人、评论家、艺术家）
﻿ID,活动时间,活动名称,活动职能,表现形式,学科媒介,活动组织类型,系列标签,活动性质1,活动性质2,活动性质3,活动领域,活动主题标签,活动地点,策划人
ID_0575,2014.09.17,【公教回顾】“非常体验——手工印相工作坊”,展览,线下展览,摄影,独立活动,N/A,艺术展览,N/A,摄影,纯艺术,N/A,N/A,N/A
ID_0576,2014.09.26—2014.10.24,【复调II】参展艺术家：厉槟源,展览,线下展览,影像,系列活动,复调,艺术展览,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传; 策展人:王麟; 艺术家:厉槟源.md; 艺术家:厉槟源; 艺术家:厉槟源.md; 艺术家:厉槟源; 导演:肖乾操
ID_0577,2014.09.12—2014.10.02,【项目回顾】零方案：转塘拆迁区驻地创作计划,展览,线下展览,设计,系列活动,零方案,艺术展览,N/A,设计,纯艺术,N/A,0号展厅 (自动填充),N/A
ID_0578,2014.09.19—2014.11.30,【今日展览】曾经沧海：南京艺术学院藏刘海粟国画作品陈列展+策展人导览,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,线上活动,策展人:李小山; 展览执行:陈 瑞
ID_0579,2014.09.26—2014.10.24,【复调II】林书传：写在复调展览之前,展览,线下展览,综合,系列活动,复调,艺术展览,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),策展人:林书传; 策展人:王麟; 导演:肖乾操
ID_0580,2014.09.19,【今日学术】南艺美术馆“全院公开课”今日开讲,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,学术报告厅,主讲人:郑闻; 主讲人:陈瑞
ID_0583,2014.09.19—2014.11.30,【今日公教】“刘海粟国画作品陈列展”策展人导览,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,线上活动,策展人:李小山; 展览执行:陈 瑞
ID_0584,2014.09.20,【今日公教】“非常体验”——丝网印刷工作坊,公教,工作坊/导览,油画,独立活动,N/A,公共教育,N/A,油画,纯艺术,N/A,N/A,N/A
ID_0585,2014.09.26—2014.10.24,【复调II】王麟：关于北京艺术生态的只言片语,其他,N/A,综合,系列活动,复调,其他,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),策展人:王麟_
ID_0586,2014.09.26—2014.10.24,【复调II】厉槟源：直接、真诚的冒险精神,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0588,2014.09.26—2014.10.24,【复调II】郑闻：成功是个什么玩艺儿？,其他,N/A,综合,系列活动,复调,其他,N/A,综合,跨学科/泛文化,N/A,3号展厅 (自动填充),策展人:林书传; 策展人:王麟; 导演:肖乾操
ID_0589,2014.09.26—2014.10.24,【复调II】胡国卿：如此让我觉得更契合内心,其他,N/A,油画,系列活动,复调,其他,N/A,油画,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0590,2014.09.26—2014.10.24,【复调II】陈瑞：为复调序,其他,N/A,音乐,系列活动,复调,其他,N/A,音乐,纯艺术,N/A,"3号展厅, 学术报告厅",策展人:林书传; 策展人:王麟; 导演:肖乾操
ID_0591,2014.09.19—2014.11.30,【展览现场】“曾经沧海：南京艺术学院藏刘海粟国画作品陈列展”开幕,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,5号展厅,策展人:李小山; 展览执行:陈 瑞
ID_0592,2014.09.23,【公教回顾】非常体验——丝网印刷工作坊,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,N/A,N/A
ID_0593,2014.09.26—2014.10.24,【复调II】杨俊岭：以非职业的状态创作艺术,其他,N/A,影像,系列活动,复调,其他,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),N/A
ID_0596,2014.09.26—2014.10.24,【今日展览】“复调II——中国艺术生态调查·北京站”下午2:00再度发声！,展览,线下展览,影像,系列活动,复调,艺术展览,N/A,影像,纯艺术,N/A,3号展厅 (自动填充),策展人:林书传; 策展人:王麟; 主讲人:厉槟源; 嘉宾:雄黄社、华贸一楼、王麟、陈瑞、郑闻; 导演:肖乾操
